Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Distance_km,Order_picked_hour,Pickup_delay_minute
21,5.0,Fog,Medium,1,motorcycle ,1,No ,Metropolitian ,31,13.8,18,10.0
35,4.9,Cloudy,Medium,1,motorcycle ,1,No ,Metropolitian ,34,12.5,18,5.0
35,4.6,Sandstorms,Low,2,scooter ,0,No ,Metropolitian ,22,3.1,9,15.0
27,4.7,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,23,10.6,0,15.0
37,4.7,Sunny,Jam,2,motorcycle ,0,No ,Metropolitian ,26,12.2,21,5.0
24,4.1,Sandstorms,Low,0,motorcycle ,1,No ,Metropolitian ,29,4.5,23,10.0
28,4.6,Sandstorms,Jam,2,electric_scooter ,1,No ,Metropolitian ,13,9.1,20,10.0
29,4.2,Sunny,Jam,0,motorcycle ,2,No ,Metropolitian ,47,7.7,19,5.0
38,5.0,Sunny,Medium,2,scooter ,1,No ,Metropolitian ,21,7.8,17,10.0
29,4.3,Sandstorms,Low,0,motorcycle ,0,No ,Metropolitian ,27,3.1,8,10.0
31,5.0,Windy,Medium,1,scooter ,1,No ,Metropolitian ,31,8.8,17,10.0
32,4.2,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,22,1.6,8,15.0
27,4.5,Sandstorms,Low,1,motorcycle ,0,No ,Metropolitian ,11,4.6,23,15.0
25,4.9,Sandstorms,Medium,1,scooter ,0,No ,Metropolitian ,15,14.0,17,5.0
31,5.0,Sandstorms,Low,0,motorcycle ,1,No ,Urban ,29,16.6,22,10.0
27,4.9,Cloudy,Low,1,motorcycle ,0,No ,Metropolitian ,10,1.5,9,15.0
34,4.6,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,29,17.1,21,5.0
23,4.8,Stormy,Low,2,electric_scooter ,0,No ,Metropolitian ,12,7.5,22,5.0
31,4.0,Cloudy,Jam,0,motorcycle ,1,No ,Urban ,34,9.1,21,15.0
33,4.8,Fog,Jam,2,scooter ,1,No ,Metropolitian ,38,10.6,20,15.0
20,4.9,Cloudy,Low,2,motorcycle ,1,No ,Metropolitian ,18,1.5,10,5.0
37,4.8,Sandstorms,Medium,1,motorcycle ,1,No ,Urban ,26,9.1,18,15.0
32,3.5,Cloudy,Low,2,scooter ,0,No ,Metropolitian ,31,19.9,23,15.0
28,4.7,Sandstorms,Jam,2,scooter ,1,No ,Metropolitian ,13,4.6,20,10.0
23,4.6,Windy,Jam,1,motorcycle ,1,No ,Urban ,23,12.5,20,5.0
37,3.7,Sunny,Jam,2,scooter ,0,No ,Metropolitian ,33,17.1,20,15.0
32,4.6,Sandstorms,High,1,scooter ,1,No ,Metropolitian ,27,1.5,12,15.0
39,4.1,Sandstorms,Low,0,motorcycle ,1,No ,Metropolitian ,21,4.6,23,10.0
36,4.8,Fog,Low,0,motorcycle ,2,No ,Metropolitian ,42,19.4,23,10.0
21,4.7,Cloudy,Medium,2,electric_scooter ,2,No ,Metropolitian ,34,19.9,18,15.0
26,4.7,Sunny,Low,0,motorcycle ,1,No ,Metropolitian ,18,9.1,22,5.0
23,4.8,Sandstorms,Medium,2,electric_scooter ,1,No ,Metropolitian ,18,10.9,18,15.0
21,4.7,Fog,Medium,1,scooter ,1,No ,Urban ,13,9.2,18,5.0
24,4.6,Windy,Low,1,scooter ,0,No ,Metropolitian ,19,1.6,9,10.0
37,4.6,Cloudy,Jam,1,motorcycle ,0,No ,Metropolitian ,29,7.8,21,5.0
33,4.8,Fog,Low,1,scooter ,1,No ,Metropolitian ,18,1.5,8,5.0
28,4.5,Sandstorms,Jam,2,motorcycle ,1,No ,Urban ,16,16.2,21,5.0
20,4.5,Stormy,Jam,2,electric_scooter ,0,No ,Metropolitian ,28,12.4,21,10.0
29,4.0,Cloudy,Jam,2,scooter ,1,No ,Urban ,37,13.4,20,5.0
32,4.8,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,22,20.2,22,5.0
29,5.0,Sandstorms,Jam,0,motorcycle ,2,No ,Urban ,39,12.1,20,10.0
33,4.2,Sandstorms,Jam,2,electric_scooter ,0,No ,Metropolitian ,31,13.8,21,10.0
36,4.5,Fog,Jam,0,motorcycle ,0,No ,Semi-Urban ,53,17.1,19,10.0
37,5.0,Cloudy,High,0,motorcycle ,1,No ,Metropolitian ,34,3.1,11,10.0
24,4.8,Sunny,Medium,1,scooter ,0,No ,Metropolitian ,13,4.5,18,10.0
38,4.6,Sunny,Jam,2,electric_scooter ,0,No ,Urban ,19,7.3,20,10.0
30,4.8,Cloudy,Medium,0,motorcycle ,1,No ,Metropolitian ,47,10.9,19,5.0
33,4.5,Fog,Low,0,motorcycle ,1,No ,Metropolitian ,25,7.3,23,10.0
32,4.6,Fog,Low,1,motorcycle ,1,No ,Metropolitian ,17,1.5,11,15.0
28,5.0,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,41,16.4,17,15.0
24,4.7,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,41,10.8,20,15.0
38,4.7,Fog,Low,1,motorcycle ,1,No ,Urban ,18,3.1,9,10.0
31,4.7,Fog,High,2,electric_scooter ,0,No ,Metropolitian ,29,1.5,12,15.0
39,5.0,Fog,Medium,2,scooter ,1,No ,Metropolitian ,19,6.2,15,15.0
22,4.9,Stormy,Low,1,scooter ,0,No ,Urban ,14,4.6,0,15.0
32,4.7,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,25,3.1,10,5.0
21,4.4,Fog,Jam,1,scooter ,0,No ,Metropolitian ,34,4.7,19,5.0
31,5.0,Fog,Low,2,scooter ,1,No ,Metropolitian ,15,7.5,22,15.0
35,4.3,Windy,Jam,1,scooter ,0,No ,Metropolitian ,32,20.2,22,10.0
23,4.6,Fog,Jam,2,motorcycle ,1,No ,Metropolitian ,30,12.2,19,15.0
29,4.7,Fog,Medium,2,scooter ,0,No ,Metropolitian ,19,4.6,17,9.0
33,4.7,Cloudy,Medium,0,motorcycle ,1,Yes ,Metropolitian ,48,20.9,18,5.0
29,4.5,Stormy,Jam,1,scooter ,0,No ,Metropolitian ,27,10.8,20,5.0
38,5.0,Windy,Jam,0,motorcycle ,0,No ,Metropolitian ,35,20.2,21,10.0
36,4.8,Sunny,Low,1,scooter ,1,No ,Metropolitian ,15,3.0,9,10.0
39,5.0,Sandstorms,High,2,scooter ,1,No ,Metropolitian ,33,6.0,12,5.0
23,4.8,Stormy,Medium,2,motorcycle ,0,No ,Urban ,27,4.7,17,15.0
28,2.5,Sunny,Low,2,scooter ,1,Yes ,Urban ,43,16.4,22,15.0
29,4.5,Sunny,Medium,2,scooter ,1,No ,Metropolitian ,12,9.1,19,15.0
29,4.7,Sunny,Medium,1,scooter ,0,No ,Urban ,19,14.0,17,9.0
26,4.9,Sandstorms,Jam,1,motorcycle ,0,No ,Metropolitian ,23,10.9,20,15.0
24,4.7,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,28,13.6,19,15.0
20,4.0,Cloudy,Jam,2,electric_scooter ,1,No ,Metropolitian ,39,20.3,21,15.0
21,4.8,Cloudy,Low,1,motorcycle ,1,No ,Metropolitian ,15,7.8,23,15.0
31,4.8,Cloudy,High,1,motorcycle ,1,No ,Metropolitian ,33,3.1,11,15.0
36,4.7,Stormy,High,2,electric_scooter ,1,No ,Metropolitian ,28,3.1,12,5.0
28,4.7,Sandstorms,Low,1,scooter ,0,No ,Metropolitian ,19,1.5,9,5.0
39,4.9,Sunny,Jam,2,scooter ,1,No ,Urban ,18,12.2,20,5.0
29,4.6,Windy,Low,2,electric_scooter ,0,No ,Metropolitian ,19,4.6,22,15.0
37,4.7,Stormy,Medium,0,motorcycle ,1,No ,Urban ,40,12.4,18,5.0
39,4.8,Sunny,Low,2,motorcycle ,1,No ,Metropolitian ,27,14.0,23,15.0
28,5.0,Windy,Medium,2,scooter ,1,No ,Metropolitian ,28,6.2,15,5.0
35,4.7,Windy,Jam,1,scooter ,1,No ,Metropolitian ,31,7.8,22,10.0
31,4.7,Stormy,Low,0,motorcycle ,0,No ,Metropolitian ,21,10.9,23,15.0
37,4.9,Cloudy,Jam,2,electric_scooter ,1,No ,Metropolitian ,30,4.6,19,5.0
36,4.9,Stormy,High,1,scooter ,1,No ,Metropolitian ,25,1.5,12,15.0
29,4.7,Stormy,Low,2,motorcycle ,1,No ,Urban ,22,1.6,10,9.0
38,3.8,Sandstorms,Jam,1,motorcycle ,1,No ,Metropolitian ,33,17.1,20,15.0
25,4.6,Sandstorms,Jam,1,motorcycle ,1,No ,Metropolitian ,14,4.5,21,10.0
25,4.5,Windy,Medium,1,scooter ,1,No ,Metropolitian ,26,9.3,18,10.0
23,4.9,Sunny,Low,2,electric_scooter ,1,No ,Metropolitian ,28,13.8,22,5.0
34,4.3,Sandstorms,Medium,2,motorcycle ,1,No ,Urban ,34,4.4,18,15.0
36,4.7,Sunny,Jam,2,scooter ,1,No ,Metropolitian ,22,10.9,21,5.0
24,4.5,Sandstorms,Jam,0,motorcycle ,0,No ,Urban ,20,9.1,22,15.0
27,4.9,Sandstorms,Jam,2,motorcycle ,0,No ,Urban ,26,9.3,19,5.0
23,4.6,Cloudy,Medium,0,motorcycle ,1,No ,Urban ,39,16.4,18,5.0
30,4.7,Sunny,Medium,1,scooter ,0,No ,Urban ,18,6.0,17,10.0
25,4.9,Sunny,Medium,0,motorcycle ,0,No ,Urban ,15,10.6,17,5.0
22,3.6,Sunny,Jam,0,motorcycle ,0,Yes ,Metropolitian ,54,4.7,20,15.0
32,4.3,Stormy,Medium,1,motorcycle ,0,No ,Metropolitian ,32,10.9,19,5.0
36,4.6,Cloudy,High,1,scooter ,0,No ,Metropolitian ,25,6.1,12,15.0
31,4.9,Windy,Low,2,motorcycle ,1,No ,Urban ,26,8.8,22,15.0
30,4.3,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,31,3.1,8,10.0
26,4.8,Stormy,Low,2,motorcycle ,1,No ,Metropolitian ,16,3.1,9,5.0
35,4.8,Sunny,High,0,motorcycle ,1,No ,Metropolitian ,21,3.1,11,10.0
27,4.9,Windy,Low,1,motorcycle ,0,No ,Metropolitian ,13,1.6,10,15.0
39,4.0,Windy,High,1,motorcycle ,1,No ,Metropolitian ,33,6.2,12,5.0
31,4.3,Cloudy,Medium,1,scooter ,1,No ,Metropolitian ,40,16.6,17,5.0
32,4.7,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,34,7.6,20,10.0
21,4.6,Sandstorms,Medium,2,scooter ,0,No ,Metropolitian ,22,7.6,18,5.0
28,4.5,Fog,Low,0,motorcycle ,0,No ,Metropolitian ,19,7.8,22,15.0
32,4.0,Cloudy,Medium,2,electric_scooter ,2,No ,Urban ,40,10.7,18,5.0
21,4.7,Stormy,Jam,2,motorcycle ,1,No ,Metropolitian ,19,4.5,21,10.0
29,4.7,Fog,Low,2,scooter ,1,No ,Metropolitian ,15,4.5,23,9.0
20,4.9,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,29,16.6,20,5.0
23,3.3,Sunny,Low,1,scooter ,0,No ,Urban ,36,13.8,23,15.0
20,4.7,Stormy,Jam,2,electric_scooter ,1,No ,Metropolitian ,23,19.7,20,10.0
20,4.5,Sandstorms,Jam,2,scooter ,1,No ,Urban ,25,13.6,22,15.0
20,4.6,Sandstorms,Low,2,electric_scooter ,0,No ,Urban ,13,12.3,23,15.0
28,4.6,Cloudy,Medium,0,motorcycle ,0,No ,Metropolitian ,21,7.5,18,5.0
39,4.8,Fog,Low,2,scooter ,0,No ,Metropolitian ,16,3.0,9,5.0
22,4.0,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,24,9.3,23,5.0
22,4.6,Windy,Low,2,scooter ,0,No ,Metropolitian ,14,20.2,23,15.0
20,4.5,Windy,Jam,2,electric_scooter ,1,No ,Urban ,21,19.4,21,5.0
36,3.5,Cloudy,Low,2,scooter ,1,No ,Metropolitian ,34,20.2,23,15.0
36,4.6,Sandstorms,Medium,1,motorcycle ,0,No ,Metropolitian ,27,13.6,17,5.0
20,4.7,Cloudy,Jam,1,scooter ,1,No ,Metropolitian ,38,10.6,19,5.0
31,5.0,Cloudy,Jam,1,scooter ,1,No ,Urban ,25,9.2,21,15.0
29,4.7,Fog,Low,1,motorcycle ,1,No ,Metropolitian ,26,13.7,22,9.0
28,4.7,Fog,Low,2,motorcycle ,0,No ,Urban ,20,13.7,22,5.0
28,4.7,Stormy,Low,2,motorcycle ,0,No ,Urban ,11,16.4,23,15.0
22,4.5,Cloudy,Low,1,motorcycle ,0,No ,Metropolitian ,24,13.7,22,15.0
38,3.6,Sandstorms,Jam,2,electric_scooter ,1,No ,Metropolitian ,41,13.4,21,5.0
24,4.5,Sandstorms,Low,2,scooter ,1,No ,Urban ,11,4.7,23,10.0
36,4.9,Sandstorms,Jam,2,electric_scooter ,0,No ,Metropolitian ,30,20.9,19,5.0
20,4.0,Fog,High,2,scooter ,1,No ,Metropolitian ,33,6.0,15,10.0
35,4.0,Stormy,Jam,0,motorcycle ,1,No ,Urban ,42,20.2,21,15.0
26,4.5,Fog,Low,1,motorcycle ,1,No ,Metropolitian ,13,4.5,22,15.0
32,4.8,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,26,1.5,8,15.0
37,4.8,Windy,Jam,0,motorcycle ,2,No ,Metropolitian ,42,14.0,19,10.0
35,4.7,Cloudy,High,1,motorcycle ,1,No ,Metropolitian ,25,6.1,13,5.0
36,4.6,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,24,16.7,0,15.0
27,4.9,Windy,Jam,1,scooter ,1,No ,Metropolitian ,26,7.4,20,5.0
31,4.4,Sandstorms,Jam,2,scooter ,1,No ,Metropolitian ,34,7.7,21,10.0
38,4.5,Sunny,Jam,0,motorcycle ,0,No ,Metropolitian ,20,9.1,20,5.0
30,4.9,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,20,14.0,23,15.0
29,4.7,Fog,Medium,1,scooter ,0,No ,Metropolitian ,34,16.4,19,5.0
35,4.9,Fog,Medium,2,electric_scooter ,1,No ,Metropolitian ,19,6.1,15,5.0
32,4.5,Stormy,Medium,0,motorcycle ,1,No ,Metropolitian ,30,10.6,18,5.0
26,4.9,Cloudy,Medium,0,motorcycle ,0,No ,Metropolitian ,26,4.5,17,15.0
27,4.8,Fog,Low,2,scooter ,1,No ,Metropolitian ,12,3.1,10,10.0
20,4.7,Sandstorms,Low,1,motorcycle ,1,No ,Metropolitian ,18,16.7,23,5.0
23,5.0,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,27,19.7,18,5.0
30,4.9,Fog,Low,2,scooter ,1,No ,Metropolitian ,18,3.1,10,10.0
24,4.8,Windy,Low,1,motorcycle ,0,No ,Metropolitian ,18,7.8,23,10.0
37,4.4,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,27,3.1,10,10.0
27,4.9,Stormy,Low,1,motorcycle ,0,No ,Urban ,12,3.1,9,15.0
34,4.6,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,29,1.5,9,5.0
21,4.8,Windy,High,0,motorcycle ,2,No ,Metropolitian ,36,6.1,14,10.0
29,4.7,Sunny,High,0,motorcycle ,2,No ,Metropolitian ,50,1.6,12,9.0
29,4.7,Stormy,Jam,2,scooter ,1,No ,Metropolitian ,26,4.7,21,9.0
25,4.7,Sandstorms,High,2,motorcycle ,0,No ,Urban ,12,3.0,11,10.0
33,4.6,Cloudy,Low,1,scooter ,0,No ,Urban ,15,1.6,9,5.0
21,5.0,Fog,Low,2,motorcycle ,0,No ,Metropolitian ,17,3.1,9,10.0
26,4.6,Windy,Medium,2,electric_scooter ,1,No ,Metropolitian ,21,4.7,17,10.0
23,4.8,Stormy,Jam,1,motorcycle ,1,No ,Urban ,29,13.6,20,5.0
28,4.7,Windy,High,0,motorcycle ,1,No ,Metropolitian ,38,1.5,11,10.0
32,4.8,Stormy,Jam,1,motorcycle ,1,No ,Metropolitian ,25,7.7,19,10.0
21,4.3,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,28,9.1,0,10.0
24,4.9,Stormy,Low,1,scooter ,1,No ,Metropolitian ,15,19.4,23,5.0
26,4.7,Stormy,Jam,1,scooter ,1,No ,Urban ,20,20.2,20,15.0
36,4.6,Fog,Medium,1,motorcycle ,2,No ,Metropolitian ,44,12.3,19,15.0
37,4.8,Fog,Jam,2,scooter ,1,No ,Metropolitian ,29,9.2,19,15.0
35,4.4,Cloudy,Jam,2,scooter ,2,No ,Metropolitian ,36,7.8,21,5.0
20,4.6,Stormy,Jam,2,electric_scooter ,0,No ,Metropolitian ,22,19.9,19,5.0
23,4.7,Sandstorms,Medium,0,motorcycle ,0,No ,Urban ,22,12.2,18,5.0
23,4.6,Windy,Low,2,motorcycle ,0,No ,Metropolitian ,17,7.4,22,10.0
29,5.0,Sandstorms,Jam,2,scooter ,1,No ,Metropolitian ,21,13.8,19,10.0
34,4.3,Windy,Low,0,motorcycle ,0,No ,Urban ,33,1.6,8,5.0
29,4.6,Sandstorms,Jam,0,motorcycle ,0,No ,Metropolitian ,15,9.2,21,10.0
24,4.8,Cloudy,Low,2,motorcycle ,0,No ,Urban ,15,1.5,10,10.0
28,4.7,Cloudy,Medium,0,motorcycle ,1,No ,Metropolitian ,20,9.1,18,15.0
27,4.9,Cloudy,Medium,0,motorcycle ,1,Yes ,Metropolitian ,44,19.6,18,5.0
24,4.7,Cloudy,Low,1,scooter ,1,No ,Urban ,26,16.9,23,5.0
39,4.7,Cloudy,Low,1,motorcycle ,1,No ,Metropolitian ,29,10.7,23,10.0
35,5.0,Windy,High,1,scooter ,1,No ,Metropolitian ,28,6.1,13,15.0
39,4.6,Sunny,Medium,2,electric_scooter ,0,No ,Metropolitian ,25,20.0,17,5.0
39,4.9,Fog,Jam,0,motorcycle ,1,No ,Urban ,47,12.1,21,5.0
36,4.9,Stormy,Low,0,motorcycle ,0,No ,Metropolitian ,28,12.4,22,5.0
38,4.3,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,25,1.6,8,10.0
28,4.6,Cloudy,Low,2,electric_scooter ,1,No ,Urban ,12,9.3,22,10.0
39,4.6,Cloudy,Low,0,motorcycle ,0,No ,Urban ,38,10.7,22,5.0
25,4.1,Fog,Jam,1,motorcycle ,1,No ,Metropolitian ,42,12.1,21,5.0
22,4.9,Fog,Medium,2,scooter ,1,No ,Metropolitian ,26,12.5,17,10.0
39,4.5,Stormy,Low,2,scooter ,1,No ,Metropolitian ,26,3.1,9,10.0
26,4.9,Fog,Low,1,scooter ,0,No ,Metropolitian ,12,9.1,22,15.0
22,4.7,Windy,Low,1,motorcycle ,0,No ,Urban ,10,1.5,10,5.0
33,4.5,Stormy,Medium,1,scooter ,1,No ,Urban ,27,4.5,18,5.0
32,4.3,Sunny,Jam,0,motorcycle ,0,No ,Urban ,31,16.4,21,15.0
33,4.8,Windy,Medium,1,scooter ,0,No ,Urban ,28,6.1,17,10.0
20,4.7,Sandstorms,Jam,1,scooter ,0,No ,Urban ,17,13.8,20,5.0
27,4.9,Stormy,Jam,2,scooter ,1,No ,Urban ,17,16.6,19,15.0
21,4.6,Windy,High,1,scooter ,1,No ,Metropolitian ,12,6.1,12,10.0
26,4.6,Cloudy,Jam,1,scooter ,1,No ,Metropolitian ,29,7.6,21,10.0
32,5.0,Sunny,Jam,1,motorcycle ,1,No ,Urban ,19,9.0,21,5.0
29,4.9,Cloudy,Medium,1,scooter ,1,No ,Metropolitian ,26,19.9,17,15.0
32,4.6,Cloudy,Jam,2,scooter ,2,No ,Urban ,48,19.7,20,5.0
22,4.7,Windy,Low,2,scooter ,0,No ,Metropolitian ,11,13.4,22,5.0
25,4.8,Windy,Jam,0,motorcycle ,1,No ,Urban ,25,13.4,19,5.0
33,4.6,Cloudy,Low,2,electric_scooter ,1,No ,Urban ,19,3.1,8,10.0
29,4.7,Windy,Medium,0,motorcycle ,1,No ,Metropolitian ,25,14.0,19,9.0
20,4.7,Sandstorms,Jam,2,scooter ,0,No ,Urban ,16,9.1,20,15.0
24,4.7,Fog,Low,2,scooter ,1,No ,Metropolitian ,20,12.2,23,10.0
24,4.9,Stormy,Jam,2,motorcycle ,1,No ,Metropolitian ,29,4.5,20,15.0
24,4.8,Sunny,Medium,1,scooter ,0,No ,Metropolitian ,11,8.9,18,10.0
37,4.9,Sunny,Jam,1,motorcycle ,1,No ,Urban ,22,10.9,19,10.0
37,4.7,Stormy,Low,1,scooter ,1,No ,Metropolitian ,29,1.6,8,5.0
24,4.6,Cloudy,Jam,1,motorcycle ,1,No ,Metropolitian ,21,7.8,20,10.0
24,4.8,Sandstorms,Medium,2,scooter ,0,No ,Urban ,23,4.6,19,5.0
27,4.6,Fog,Low,2,electric_scooter ,1,No ,Urban ,21,20.2,23,10.0
25,4.7,Fog,Low,2,electric_scooter ,0,No ,Urban ,28,16.7,22,15.0
29,4.7,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,19,7.3,23,9.0
26,4.5,Sandstorms,Medium,2,motorcycle ,1,No ,Urban ,21,20.9,18,10.0
26,4.8,Sandstorms,High,2,motorcycle ,1,No ,Urban ,22,3.0,11,5.0
35,4.7,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,25,7.3,20,10.0
32,4.6,Stormy,Medium,0,motorcycle ,1,No ,Metropolitian ,35,19.7,18,5.0
27,4.8,Sunny,Jam,1,motorcycle ,1,No ,Metropolitian ,11,7.6,19,5.0
32,3.6,Sunny,Jam,2,scooter ,1,No ,Metropolitian ,31,13.8,20,5.0
32,4.0,Fog,High,1,motorcycle ,0,No ,Metropolitian ,37,6.0,15,15.0
32,4.4,Windy,Medium,1,motorcycle ,0,No ,Metropolitian ,33,9.2,18,5.0
26,5.0,Windy,Medium,2,scooter ,0,No ,Urban ,24,7.6,18,5.0
29,4.5,Sandstorms,Medium,1,scooter ,1,No ,Metropolitian ,28,16.6,18,15.0
33,4.8,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,25,10.7,20,10.0
34,4.6,Fog,Low,1,motorcycle ,0,No ,Metropolitian ,15,1.6,10,10.0
33,4.6,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,44,13.4,21,15.0
22,4.8,Sunny,Medium,0,motorcycle ,0,No ,Metropolitian ,15,6.1,16,10.0
39,4.2,Windy,Medium,0,motorcycle ,1,No ,Urban ,31,17.1,17,5.0
30,4.9,Sunny,Low,0,motorcycle ,1,No ,Metropolitian ,20,1.5,8,10.0
37,4.1,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,35,10.7,0,15.0
23,4.8,Sandstorms,Medium,1,scooter ,0,No ,Metropolitian ,26,6.2,15,10.0
30,4.6,Windy,Jam,0,motorcycle ,1,No ,Urban ,30,4.5,20,15.0
39,4.9,Stormy,Jam,0,motorcycle ,3,No ,Metropolitian ,45,17.1,21,15.0
25,4.7,Stormy,High,1,scooter ,0,No ,Metropolitian ,22,6.0,14,5.0
31,4.4,Cloudy,Jam,2,scooter ,1,No ,Metropolitian ,48,10.4,20,10.0
20,4.0,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,15,9.1,22,10.0
35,4.8,Sandstorms,Medium,2,electric_scooter ,1,No ,Metropolitian ,22,12.2,19,10.0
37,4.0,Sandstorms,High,0,motorcycle ,1,No ,Metropolitian ,33,6.0,12,10.0
21,5.0,Stormy,Low,1,motorcycle ,1,No ,Urban ,12,9.2,0,15.0
27,4.8,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,12,3.0,10,10.0
37,4.9,Sandstorms,Jam,0,motorcycle ,1,No ,Metropolitian ,36,10.7,21,5.0
36,5.0,Sunny,Jam,0,motorcycle ,1,No ,Urban ,44,16.7,21,10.0
22,4.6,Sandstorms,Low,1,motorcycle ,0,No ,Metropolitian ,11,9.2,0,15.0
34,5.0,Fog,Jam,2,motorcycle ,3,Yes ,Metropolitian ,45,13.8,20,15.0
28,4.9,Windy,Medium,0,motorcycle ,0,No ,Metropolitian ,16,7.6,18,10.0
37,4.6,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,27,17.1,22,15.0
34,4.0,Fog,Jam,1,motorcycle ,1,No ,Metropolitian ,35,16.6,20,10.0
29,4.5,Windy,Medium,1,scooter ,1,No ,Metropolitian ,28,19.7,18,15.0
33,4.7,Windy,Medium,2,scooter ,1,No ,Metropolitian ,25,8.9,17,5.0
29,4.6,Cloudy,Medium,2,motorcycle ,0,No ,Metropolitian ,14,4.4,18,5.0
30,4.7,Windy,Medium,0,motorcycle ,1,No ,Metropolitian ,30,16.6,19,15.0
36,4.6,Cloudy,Jam,0,motorcycle ,1,Yes ,Metropolitian ,51,12.3,22,10.0
35,5.0,Sandstorms,Jam,0,motorcycle ,0,No ,Metropolitian ,36,11.9,20,5.0
33,4.9,Sandstorms,Low,1,scooter ,1,No ,Metropolitian ,25,13.7,22,10.0
35,4.7,Stormy,Medium,0,motorcycle ,1,No ,Urban ,30,4.7,19,15.0
21,4.7,Stormy,Medium,1,motorcycle ,1,No ,Metropolitian ,18,12.4,17,15.0
37,4.6,Stormy,Medium,2,electric_scooter ,1,No ,Metropolitian ,25,14.0,17,10.0
23,4.8,Sandstorms,Jam,1,scooter ,0,No ,Metropolitian ,15,9.1,20,15.0
21,4.8,Stormy,Jam,0,motorcycle ,0,No ,Metropolitian ,27,12.3,20,15.0
36,4.5,Cloudy,Jam,0,motorcycle ,2,No ,Metropolitian ,43,19.7,21,10.0
34,4.7,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,54,13.8,20,5.0
25,4.7,Cloudy,Medium,2,electric_scooter ,0,No ,Metropolitian ,16,9.1,18,15.0
22,4.2,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,52,8.9,22,10.0
35,4.9,Windy,Low,2,scooter ,1,No ,Metropolitian ,29,13.6,22,15.0
22,4.6,Cloudy,Low,1,motorcycle ,0,No ,Metropolitian ,15,7.7,22,5.0
25,4.7,Fog,Low,1,scooter ,1,No ,Metropolitian ,29,13.4,22,10.0
34,4.6,Stormy,Medium,1,motorcycle ,1,No ,Urban ,30,12.1,18,15.0
34,4.4,Cloudy,Jam,1,motorcycle ,0,No ,Metropolitian ,37,10.6,19,10.0
39,4.6,Stormy,Low,2,scooter ,0,No ,Metropolitian ,26,13.4,23,5.0
33,4.8,Sunny,Jam,2,motorcycle ,1,No ,Metropolitian ,24,12.4,21,10.0
21,4.6,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,28,20.0,21,10.0
28,4.7,Sunny,Medium,1,motorcycle ,0,No ,Metropolitian ,13,12.4,18,10.0
28,4.8,Windy,Jam,1,scooter ,1,No ,Metropolitian ,26,19.4,19,15.0
26,5.0,Cloudy,Jam,0,motorcycle ,1,No ,Urban ,41,12.1,19,5.0
30,4.8,Cloudy,Medium,1,scooter ,0,No ,Metropolitian ,16,4.5,17,15.0
33,4.8,Fog,Low,0,motorcycle ,1,No ,Metropolitian ,44,10.6,23,5.0
30,5.0,Cloudy,Medium,0,motorcycle ,2,Yes ,Metropolitian ,41,13.6,17,5.0
23,4.9,Sandstorms,Low,1,scooter ,1,No ,Metropolitian ,18,3.0,10,10.0
35,4.5,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,27,1.6,9,5.0
27,4.4,Fog,Jam,2,scooter ,1,No ,Urban ,34,12.1,19,10.0
37,4.8,Sunny,Medium,0,motorcycle ,1,No ,Metropolitian ,25,19.4,17,15.0
29,4.7,Cloudy,Medium,0,motorcycle ,1,No ,Metropolitian ,33,7.7,17,10.0
27,4.9,Sandstorms,Jam,2,motorcycle ,0,No ,Metropolitian ,18,10.7,22,15.0
